NoTroncon;DescriptionTroncon;DateCreation;NoHeure;NbMinDispo;TxOccupation
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-15;16;1440;0,7021
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-15;17;1440;0,7875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-15;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-16;13;1440;0,4514
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-16;14;1440;0,6361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-16;15;1440;0,8764
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-16;16;1440;0,6986
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-16;17;1440;0,5729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-16;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;9;1440;0,0701
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;10;1440;0,0806
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;11;1440;0,2826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;12;1440;0,5194
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;13;1440;0,3819
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;14;1440;0,2368
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;15;1440;0,3535
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;16;1440;0,3375
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;17;1440;0,3694
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;18;1200;0,4683
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;19;1200;0,7217
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-17;20;1200;0,8008
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;9;1440;0,0694
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;10;1440;0,1319
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;11;1440;0,2972
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;12;1440;0,4299
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;13;1440;0,5174
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;14;1440;0,5111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;15;1440;0,3597
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;16;1440;0,4194
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;17;1440;0,5549
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;18;1200;0,7533
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;19;1200;0,8292
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-18;20;1200;0,7108
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;9;1440;0,1181
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;10;1440;0,3451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;11;1440;0,5632
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;12;1440;0,5569
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;13;1440;0,5271
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;14;1440;0,5285
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;15;1440;0,4611
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;16;1440;0,2979
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;17;1440;0,4299
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;18;1200;0,6983
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;19;1200;0,7442
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-19;20;1200;0,9892
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;9;1440;0,0868
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;10;1440;0,2347
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;11;1440;0,3715
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;12;1440;0,5826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;13;1440;0,6563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;14;1440;0,4521
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;15;1440;0,3764
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;16;1440;0,3139
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;17;1440;0,3861
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;18;1200;0,5992
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;19;1200;0,68
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-20;20;1200;0,66
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;9;1440;0,1944
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;10;1440;0,2722
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;11;1440;0,3361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;12;1440;0,2972
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;13;1440;0,4111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;14;1440;0,5201
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;15;1440;0,3979
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;16;1440;0,4278
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;17;1440;0,375
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;18;1200;0,7075
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;19;1200;0,795
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-21;20;1200;0,6933
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;9;1440;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;10;1440;0,0479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;11;1440;0,1382
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;12;1440;0,4243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;13;1440;0,5625
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;14;1440;0,6069
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;15;1440;0,7069
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;16;1440;0,6375
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;17;1440;0,7924
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-22;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-23;13;1440;0,6986
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-23;14;1440;0,8535
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-23;15;1440;0,7729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-23;16;1440;0,716
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-23;17;1440;0,6604
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-23;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;9;1440;0,0792
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;10;1440;0,1924
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;11;1440;0,3528
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;12;1440;0,4563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;13;1440;0,459
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;14;1440;0,4361
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;15;1440;0,3188
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;16;1440;0,2924
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;17;1440;0,3729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;18;1200;0,5817
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;19;1200;0,6875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-24;20;1200;0,69
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;9;1440;0,1069
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;10;1440;0,2903
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;11;1440;0,4875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;12;1440;0,5715
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;13;1440;0,4938
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;14;1440;0,6903
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;15;1440;0,5764
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;16;1440;0,5431
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;17;1440;0,6778
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;18;1200;0,6717
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;19;1200;0,8817
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-25;20;1200;0,8792
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;9;1440;0,0889
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;10;1440;0,3681
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;11;1440;0,4382
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;12;1440;0,7174
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;13;1440;0,6646
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;14;1440;0,4868
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;15;1440;0,3875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;16;1440;0,4417
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;17;1440;0,6257
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;18;1200;0,7033
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;19;1200;0,7108
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-26;20;1200;0,8142
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;9;1440;0,0924
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;10;1440;0,2333
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;11;1440;0,3514
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;12;1440;0,6368
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;13;1440;0,7979
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;14;1440;0,6035
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;15;1440;0,6375
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;16;1440;0,5569
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;17;1440;0,6111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;18;1200;0,785
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;19;1200;0,8033
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-27;20;1200;0,8542
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;9;1440;0,1243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;10;1440;0,2049
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;11;1440;0,3243
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;12;1440;0,3986
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;13;1440;0,5833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;14;1440;0,6639
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;15;1440;0,5847
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;16;1440;0,4368
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;17;1440;0,534
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;18;1200;0,925
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;19;1200;0,9508
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-28;20;1200;0,9292
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;9;1440;0,0389
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;10;1440;0,0819
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;11;1440;0,1153
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;12;1440;0,2111
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;13;1440;0,6285
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;14;1440;0,7681
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;15;1440;0,7063
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;16;1440;0,7917
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;17;1440;0,8132
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-29;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-30;13;1440;0,4056
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-30;14;1440;0,5563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-30;15;1440;0,8882
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-30;16;1440;0,8389
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-30;17;1440;0,5875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-30;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;9;1440;0,0542
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;10;1440;0,1861
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;11;1440;0,3813
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;12;1440;0,2979
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;13;1440;0,2431
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;14;1440;0,1729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;15;1440;0,1604
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;16;1440;0,0771
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;17;1440;0,1167
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;18;1200;0,2158
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;19;1200;0,27
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-10-31;20;1200;0,2958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;9;1440;0,2215
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;10;1440;0,3257
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;11;1440;0,3521
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;12;1440;0,2479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;13;1440;0,2938
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;14;1440;0,241
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;15;1440;0,2431
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;16;1440;0,1611
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;17;1440;0,25
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;18;1200;0,63
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;19;1200;0,8575
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-01;20;1200;0,9283
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;9;1440;0,2306
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;10;1440;0,2882
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;11;1440;0,3688
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;12;1440;0,4576
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;13;1440;0,5799
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;14;1440;0,5319
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;15;1440;0,375
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;16;1440;0,4965
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;17;1440;0,5681
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;18;1200;0,885
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;19;1200;0,805
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-02;20;1200;0,7525
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;9;1440;0,0597
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;10;1440;0,2653
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;11;1440;0,3479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;12;1440;0,3257
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;13;1440;0,4889
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;14;1440;0,4972
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;15;1440;0,5014
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;16;1440;0,4646
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;17;1440;0,7285
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;18;1200;0,9392
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;19;1200;0,9983
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-03;20;1200;0,9033
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;9;1440;0,0417
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;10;1440;0,134
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;11;1440;0,2208
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;12;1440;0,3965
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;13;1440;0,3653
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;14;1440;0,3604
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;15;1440;0,325
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;16;1440;0,4146
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;17;1440;0,6333
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;18;1200;0,8867
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;19;1200;0,9658
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-04;20;1200;0,8017
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;9;1440;0,0521
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;10;1440;0,2097
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;11;1440;0,1514
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;12;1440;0,1542
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;13;1440;0,2007
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;14;1440;0,3389
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;15;1440;0,6597
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;16;1440;0,7118
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;17;1440;0,7271
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-05;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-06;13;1440;0,4507
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-06;14;1440;0,7514
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-06;15;1440;0,8965
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-06;16;1440;0,7528
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-06;17;1440;0,7451
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-06;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;9;1440;0,0729
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;10;1440;0,1486
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;11;1440;0,2785
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;12;1440;0,416
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;13;1440;0,4958
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;14;1440;0,359
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;15;1440;0,334
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;16;1440;0,1104
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;17;1440;0,0569
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;18;1200;0,1833
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;19;1200;0,3292
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-07;20;1200;0,315
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;9;1440;0,1854
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;10;1440;0,2257
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;11;1440;0,216
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;12;1440;0,2535
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;13;1440;0,2799
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;14;1440;0,30
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;15;1440;0,2556
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;16;1440;0,2424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;17;1440;0,1986
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;18;1200;0,2967
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;19;1200;0,6283
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-08;20;1200;0,6492
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;9;1440;0,1035
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;10;1440;0,2479
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;11;1440;0,2806
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;12;1440;0,4194
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;13;1440;0,4604
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;14;1440;0,4354
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;15;1440;0,3736
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;16;1440;0,3646
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;17;1440;0,4604
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;18;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;19;1200;1,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-09;20;1200;0,9608
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;9;1440;0,1104
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;10;1440;0,2125
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;11;1440;0,2826
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;12;1440;0,5785
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;13;1440;0,5604
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;14;1440;0,5049
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;15;1440;0,3389
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;16;1440;0,3403
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;17;1440;0,3167
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;18;1200;0,6758
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;19;1200;0,8267
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-10;20;1200;0,8317
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;9;1440;0,1264
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;10;1440;0,234
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;11;1440;0,2875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;12;1440;0,2563
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;13;1440;0,3701
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;14;1440;0,3104
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;15;1440;0,4694
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;16;1440;0,5535
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;17;1440;0,7396
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;18;1200;0,9283
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;19;1200;0,8358
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-11;20;1200;0,92
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;9;1440;0,0007
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;10;1440;0,0444
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;11;1440;0,1049
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;12;1440;0,2444
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;13;1440;0,4035
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;14;1440;0,5903
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;15;1440;0,6875
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;16;1440;0,7903
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;17;1440;0,8424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-12;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-13;13;1440;0,4569
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-13;14;1440;0,6313
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-13;15;1440;0,8542
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-13;16;1440;0,8521
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-13;17;1440;0,70
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-13;18;0;0,00
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-14;9;1440;0,1424
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-14;10;1440;0,191
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-14;11;1440;0,275
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-14;12;1440;0,3132
402;Saint-Denis entre Sherbrooke et Ontario - Est;2016-11-14;13;1440;0,325
